iter	RMSE
278	16.42437188
279	16.2630348
280	15.98358057
281	15.80272693
282	15.7851841
283	15.55644307
284	15.35354292
285	15.17575218
286	15.0416492
287	14.87376436
288	14.70292115
289	14.61364372
290	14.5982825
291	14.58010416
292	14.57068331
293	14.41635515
294	14.1865428
295	14.07865935
296	13.90885067
297	13.75196912
298	13.64964695
299	13.581832
300	13.45377287
301	13.33246236
302	13.31971853
303	13.25757414
304	13.13867002
305	13.12992048
306	13.03440487
307	12.93241439
308	12.79597882
309	12.62921941
310	12.48936855
311	12.39243019
312	12.18812685
313	12.0833827
314	12.03150576
315	12.02032745
316	11.88214119
317	11.87326124
318	11.77479333
319	11.67155146
320	11.53766175
321	11.45582078
322	11.36110073
323	11.23507459
324	11.19569282
325	11.11131058
326	10.95783034
327	10.85933971
328	10.77841939
329	10.67258522
330	10.58915101
331	10.4602921
332	10.38831058
333	10.34747146
334	10.30801643
335	10.21515193
336	10.09498998
337	10.07819934
338	10.03658929
339	9.941090245
340	9.816775868
341	9.779989514
342	9.751581254
343	9.72786693
344	9.650266695
345	9.525003748
346	9.398746406
347	9.327730795
348	9.234550886
349	9.15044972
350	9.081584409
351	9.001331242
352	8.866914116
353	8.860919018
354	8.760747189
355	8.667790183
356	8.620531792
357	8.506002396
358	8.430581544
359	8.397509116
360	8.296732838
361	8.267714279
362	8.251241116
363	8.235596705
364	8.216542172
365	8.19518558
366	8.160559793
367	8.130031934
368	8.049134197
369	8.043730999
370	7.97974473
371	7.876663899
372	7.767962957
373	7.689487898
374	7.591477719
375	7.524114951
376	7.45347709
377	7.3913372
378	7.288759159
379	7.226489304
380	7.206757566
381	7.105991894
382	6.973550277
383	6.959191398
384	6.858709243
385	6.846105614
386	6.739972366
387	6.631009115
388	6.567643823
389	6.45730554
390	6.435833005
391	6.402877012
392	6.349117376
393	6.333308464
394	6.329282452
395	6.289010267
396	6.228897218
397	6.130885831
398	6.125688495
399	6.120013814
400	6.082778886
401	6.003171019
402	5.915339812
403	5.904831904
404	5.897853651
405	5.824652865
406	5.766635289
407	5.741321022
408	5.700709976
409	5.692235001
410	5.638754952
411	5.599419273
412	5.531162614
413	5.488556242
414	5.433560284
415	5.366080504
416	5.318782369
417	5.28033266
418	5.259844884
419	5.217912963
420	5.162413113
421	5.120393127
422	5.112835595
423	5.099854717
424	5.020101711
425	4.930092173
426	4.898999187
427	4.82954401
428	4.746751901
429	4.689590981
430	4.682387331
431	4.60942042
432	4.581612439
433	4.539704126
434	4.519890124
435	4.507870639
436	4.447524059
437	4.394338312
438	4.391260866
439	4.387628368
440	4.334334288
441	4.298123868
442	4.256076196
443	4.223926891
444	4.185304617
445	4.170723965
446	4.111986604
447	4.0677024
448	4.007310385
449	3.972582377
450	3.92391289
451	3.92119426
452	3.885233866
453	3.861315824
454	3.812657216
455	3.775752579
456	3.729198503
457	3.720567752
458	3.688905727
459	3.64934425
460	3.603969816
461	3.562097198
462	3.522095967
463	3.492866351
464	3.482757338
465	3.449561703
466	3.415748226
467	3.369119217
468	3.366365263
469	3.337035904
470	3.282946133
471	3.265019974
472	3.235573252
473	3.197403579
474	3.164225852
475	3.122631053
476	3.101607557
477	3.057012084
478	3.02661478
479	3.019750459
480	2.985500157
481	2.961397154
482	2.932897719
483	2.912437683
484	2.901409874
485	2.886097636
486	2.847971831
487	2.818938117
488	2.796331674
489	2.76447328
490	2.751391339
491	2.738878306
492	2.706554925
493	2.70347659
494	2.672211026
495	2.640716518
496	2.636524007
497	2.606088403
498	2.593564152
499	2.55617293
